GIST Output v4 spacing=0.5000 center=39.484000,35.880000,33.355000 dims=25,31,47 
voxel xcoord ycoord zcoord population g_O g_H dTStrans-dens(kcal/mol/A^3) dTStrans-norm(kcal/mol) dTSorient-dens(kcal/mol/A^3) dTSorient-norm(kcal/mol) dTSsix-dens(kcal/mol/A^3) dTSsix-norm(kcal/mol) Esw-dens(kcal/mol/A^3) Esw-norm(kcal/mol) Eww-dens(kcal/mol/A^3) Eww-norm-unref(kcal/mol) Dipole_x-dens(D/A^3) Dipole_y-dens(D/A^3) Dipole_z-dens(D/A^3) Dipole-dens(D/A^3) neighbor-dens(1/A^3) neighbor-norm order-norm
8314 35.984 38.88 42.855 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
8315 35.984 38.88 43.355 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
8316 35.984 38.88 43.855 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
8317 35.984 38.88 44.355 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
8318 35.984 38.88 44.855 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
8319 35.984 39.38 21.855 64 1.62874 1.59281 0 0 -0.0118387 -0.231226 0 0 -0.0325379 -0.635505 -0.495251 -9.67286 0.00084391 -0.0205392 -0.00131478 0.0205985 0.2352 4.59375 0 
8320 35.984 39.38 22.355 68 1.62874 1.71257 -0.0164297 -0.302016 -0.0419281 -0.770736 -0.0671438 -1.23426 -0.0634227 -1.16586 -0.518432 -9.53001 0.0178893 0.000654422 -0.0113633 0.0212033 0.2352 4.32353 0 
8321 35.984 39.38 22.855 109 2.61078 3.02994 -0.053514 -0.613693 -0.0745675 -0.855131 -0.119536 -1.37083 -0.102389 -1.17419 -0.804847 -9.2299 0.012418 -0.0265756 -0.0114194 0.0314781 0.3624 4.15596 0 
8322 35.984 39.38 23.355 89 2.34731 2.52695 -0.0317296 -0.445641 -0.0765174 -1.07468 -0.105759 -1.48538 -0.0885298 -1.2434 -0.643861 -9.043 0.0491518 -0.0224543 -0.00973996 0.0549087 0.28 3.93258 0 
8323 35.984 39.38 23.855 40 1.05389 1.1976 2.15203e-05 0.000672511 -0.0388271 -1.21335 -0.0472467 -1.47646 -0.0481227 -1.50383 -0.270344 -8.44824 0.0373184 -0.00539464 -0.00117113 0.0377245 0.1112 3.475 0 
8324 35.984 39.38 24.355 21 0.57485 1.26946 0.00223808 0.133219 -0.0178815 -1.06438 -0.0264981 -1.57727 -0.0888923 -5.29121 -0.100784 -5.99906 0.0271052 0.00753316 0.00466423 0.0285166 0.0448 2.66667 0 
8325 35.984 39.38 24.855 62 2.20359 0.814371 -0.0346054 -0.697689 -0.0914656 -1.84406 -0.135738 -2.73665 -0.368236 -7.42412 -0.304765 -6.14445 0.0781769 0.0160543 0.028917 0.0848856 0.1304 2.62903 0 
8326 35.984 39.38 25.355 109 3.11377 0.299401 -0.0936869 -1.07439 -0.168351 -1.93063 -0.254914 -2.92332 -0.727299 -8.34059 -0.515714 -5.91416 0.13543 0.0255003 0.058011 0.149522 0.22 2.52294 0 
8327 35.984 39.38 25.855 41 1.02994 0.251497 -0.0264669 -0.806916 -0.0630083 -1.92098 -0.0962054 -2.93309 -0.270547 -8.24838 -0.189273 -5.77051 0.0521879 0.00846469 0.0173016 0.0556289 0.0872 2.65854 0 
8328 35.984 39.38 26.355 2 0.0239521 0.359281 0.00132492 0.828078 -0.00232597 -1.45373 -0.00164263 -1.02664 -0.0105267 -6.57919 -0.00718222 -4.48889 0.00326335 0.000931439 0.000840854 0.0034963 0.0024 1.5 0 
8329 35.984 39.38 26.855 0 0 0.011976 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
8330 35.984 39.38 27.355 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
8331 35.984 39.38 27.855 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
8332 35.984 39.38 28.355 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
8333 35.984 39.38 28.855 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
8334 35.984 39.38 29.355 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
8335 35.984 39.38 29.855 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
8336 35.984 39.38 30.355 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
8337 35.984 39.38 30.855 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
8338 35.984 39.38 31.355 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
8339 35.984 39.38 31.855 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
8340 35.984 39.38 32.355 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
8341 35.984 39.38 32.855 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
8342 35.984 39.38 33.355 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
8343 35.984 39.38 33.855 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
8344 35.984 39.38 34.355 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
8345 35.984 39.38 34.855 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
8346 35.984 39.38 35.355 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
8347 35.984 39.38 35.855 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
8348 35.984 39.38 36.355 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
8349 35.984 39.38 36.855 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
8350 35.984 39.38 37.355 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
8351 35.984 39.38 37.855 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
8352 35.984 39.38 38.355 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
8353 35.984 39.38 38.855 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
8354 35.984 39.38 39.355 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
8355 35.984 39.38 39.855 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
8356 35.984 39.38 40.355 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
8357 35.984 39.38 40.855 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
8358 35.984 39.38 41.355 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
8359 35.984 39.38 41.855 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
8360 35.984 39.38 42.355 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
8361 35.984 39.38 42.855 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
8362 35.984 39.38 43.355 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
8363 35.984 39.38 43.855 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
8364 35.984 39.38 44.355 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
8365 35.984 39.38 44.855 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
8366 35.984 39.88 21.855 70 1.43713 1.36527 0 0 -0.026679 -0.47641 0 0 -0.0799356 -1.42742 -0.489375 -8.73884 0.00509661 0.0179994 -0.0162821 0.0248004 0.2352 4.2 0 
8367 35.984 39.88 22.355 69 1.67665 1.37725 -0.00932931 -0.169009 -0.0271054 -0.49104 -0.0526739 -0.954237 -0.0792849 -1.43632 -0.50711 -9.18677 -0.000768549 -0.00982052 -0.0329332 0.0343749 0.228 4.13043 0 
8368 35.984 39.88 22.855 54 1.24551 1.35329 -0.00846241 -0.195889 -0.037352 -0.864631 -0.0504635 -1.16814 -0.0568485 -1.31594 -0.364935 -8.44758 0.0106726 -0.00117868 -0.0309254 0.0327364 0.168 3.88889 0 
8369 35.984 39.88 23.355 15 0.431138 1.37725 0.00198762 0.165635 -0.005691 -0.47425 -0.00696497 -0.580414 -0.00455293 -0.379411 -0.102183 -8.51522 0.00255813 -0.00641279 -0.00160498 0.00708829 0.0432 3.6 0 
8370 35.984 39.88 23.855 9 0.335329 1.22156 0.00401528 0.557677 -0.00952075 -1.32233 -0.0143075 -1.98715 -0.044166 -6.13416 -0.0489488 -6.79845 0.0102912 0.0061148 0.00320203 0.0123916 0.0176 2.44444 0 
8371 35.984 39.88 24.355 107 3.30539 0.850299 -0.102284 -1.19491 -0.175661 -2.05211 -0.263998 -3.08409 -0.657645 -7.68276 -0.547606 -6.39726 0.12615 0.0595829 0.0306656 0.142844 0.2256 2.63551 0 
8372 35.984 39.88 24.855 370 10.4192 0.0838323 -0.483541 -1.63359 -0.611495 -2.06586 -1.09355 -3.69444 -2.49863 -8.4413 -1.79048 -6.04892 0.477803 0.140437 0.0869277 0.505543 0.6776 2.28919 0 
8373 35.984 39.88 25.355 348 8.50299 0.0239521 -0.461607 -1.65807 -0.560718 -2.01407 -0.989615 -3.55465 -2.40129 -8.62533 -1.54998 -5.56745 0.502592 0.0525877 0.110598 0.517297 0.636 2.28448 0 
8374 35.984 39.88 25.855 68 1.72455 0 -0.0380532 -0.699507 -0.118718 -2.18231 -0.163918 -3.01319 -0.467333 -8.59068 -0.28952 -5.32206 0.105265 0.00310388 0.0273137 0.108795 0.1216 2.23529 0 
8375 35.984 39.88 26.355 0 0.0239521 0.0239521 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
8376 35.984 39.88 26.855 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
8377 35.984 39.88 27.355 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
8378 35.984 39.88 27.855 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
8379 35.984 39.88 28.355 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
8380 35.984 39.88 28.855 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
8381 35.984 39.88 29.355 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
8382 35.984 39.88 29.855 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
8383 35.984 39.88 30.355 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
8384 35.984 39.88 30.855 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
8385 35.984 39.88 31.355 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
8386 35.984 39.88 31.855 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
8387 35.984 39.88 32.355 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
8388 35.984 39.88 32.855 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
8389 35.984 39.88 33.355 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
8390 35.984 39.88 33.855 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
8391 35.984 39.88 34.355 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
8392 35.984 39.88 34.855 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
8393 35.984 39.88 35.355 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
8394 35.984 39.88 35.855 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
8395 35.984 39.88 36.355 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
8396 35.984 39.88 36.855 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
8397 35.984 39.88 37.355 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
8398 35.984 39.88 37.855 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
8399 35.984 39.88 38.355 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
8400 35.984 39.88 38.855 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
8401 35.984 39.88 39.355 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
8402 35.984 39.88 39.855 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
8403 35.984 39.88 40.355 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
8404 35.984 39.88 40.855 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
8405 35.984 39.88 41.355 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
8406 35.984 39.88 41.855 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
8407 35.984 39.88 42.355 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
8408 35.984 39.88 42.855 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
8409 35.984 39.88 43.355 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
8410 35.984 39.88 43.855 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
8411 35.984 39.88 44.355 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
8412 35.984 39.88 44.855 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
8413 35.984 40.38 21.855 79 1.91617 1.4491 0 0 -0.0265407 -0.419948 0 0 -0.115246 -1.8235 -0.522988 -8.27513 -0.0124257 0.0038845 -0.0334045 0.0358517 0.2488 3.93671 0 
8414 35.984 40.38 22.355 33 0.934132 0.886228 -0.00586895 -0.222309 -0.0215038 -0.814537 -0.0249951 -0.946785 -0.0427105 -1.61782 -0.220692 -8.35955 0.00571264 0.00956299 -0.0251951 0.0275477 0.0992 3.75758 0 
8415 35.984 40.38 22.855 5 0.0958084 0.754491 -0.000280082 -0.0700204 0.000253789 0.0634472 -0.00418636 -1.04659 -0.00642076 -1.60519 -0.030091 -7.52276 0.000505496 0.00166981 -0.00553855 0.00580683 0.0144 3.6 0 
8416 35.984 40.38 23.355 2 0.0479042 0.634731 0.00214065 1.33791 0.00116924 0.730774 -0.00120073 -0.750458 -0.00378821 -2.36763 -0.0109488 -6.843 0.00120814 -0.000516295 -0.000438102 0.00138496 0.0048 3 0 
8417 35.984 40.38 23.855 1 0.0239521 0.526946 0.0011814 1.47675 0 0 -0.00174546 -2.18183 -0.00288707 -3.60884 -0.00658106 -8.22632 0.000867775 0.000252436 0.00164614 0.00187791 0.0024 3 0 
8418 35.984 40.38 24.355 17 0.502994 0.179641 -0.00521568 -0.383506 -0.0221856 -1.6313 -0.0344972 -2.53656 -0.101635 -7.47313 -0.0777313 -5.71553 0.020784 0.0116672 -0.000324721 0.0238371 0.0288 2.11765 0 
8419 35.984 40.38 24.855 18 0.287425 0.0359281 0.00091292 0.0633972 -0.027292 -1.89528 -0.0427546 -2.96907 -0.114338 -7.94014 -0.0826683 -5.74085 0.0238973 0.0144588 -0.00648982 0.028675 0.036 2.5 0 
8420 35.984 40.38 25.355 2 0.0479042 0.0479042 0.00121071 0.756696 0.000456293 0.285183 -0.00425046 -2.65654 -0.0121579 -7.59867 -0.00905403 -5.65877 0.00280557 0.000781811 6.5048e-05 0.00291319 0.004 2.5 0 
8421 35.984 40.38 25.855 0 0 0.0359281 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
8422 35.984 40.38 26.355 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
8423 35.984 40.38 26.855 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
8424 35.984 40.38 27.355 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
8425 35.984 40.38 27.855 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
8426 35.984 40.38 28.355 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
8427 35.984 40.38 28.855 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
8428 35.984 40.38 29.355 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
8429 35.984 40.38 29.855 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
8430 35.984 40.38 30.355 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
8431 35.984 40.38 30.855 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
8432 35.984 40.38 31.355 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
8433 35.984 40.38 31.855 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
8434 35.984 40.38 32.355 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
8435 35.984 40.38 32.855 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
8436 35.984 40.38 33.355 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
8437 35.984 40.38 33.855 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
8438 35.984 40.38 34.355 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
8439 35.984 40.38 34.855 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
8440 35.984 40.38 35.355 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
8441 35.984 40.38 35.855 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
8442 35.984 40.38 36.355 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
8443 35.984 40.38 36.855 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
8444 35.984 40.38 37.355 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
8445 35.984 40.38 37.855 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
8446 35.984 40.38 38.355 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
8447 35.984 40.38 38.855 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
8448 35.984 40.38 39.355 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
8449 35.984 40.38 39.855 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
8450 35.984 40.38 40.355 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
8451 35.984 40.38 40.855 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
8452 35.984 40.38 41.355 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
8453 35.984 40.38 41.855 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
8454 35.984 40.38 42.355 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
8455 35.984 40.38 42.855 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
8456 35.984 40.38 43.355 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
8457 35.984 40.38 43.855 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
8458 35.984 40.38 44.355 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
8459 35.984 40.38 44.855 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
8460 35.984 40.88 21.855 72 1.7006 1.54491 0 0 -0.0442523 -0.76827 0 0 -0.116239 -2.01804 -0.489523 -8.49867 -0.0091223 0.0188436 -0.0368551 0.0423863 0.2248 3.90278 0 
8461 35.984 40.88 22.355 10 0.359281 0.718563 0.000838586 0.104823 0.00254664 0.31833 -0.00173107 -0.216383 -0.0071318 -0.891475 -0.065315 -8.16437 0.0015534 -0.000517389 -0.00625011 0.00646101 0.032 4 0 
8462 35.984 40.88 22.855 0 0 0.239521 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
8463 35.984 40.88 23.355 0 0 0.107784 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
8464 35.984 40.88 23.855 0 0 0.0479042 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
8465 35.984 40.88 24.355 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
8466 35.984 40.88 24.855 0 0 0.011976 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
8467 35.984 40.88 25.355 0 0 0.0239521 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
8468 35.984 40.88 25.855 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
8469 35.984 40.88 26.355 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
8470 35.984 40.88 26.855 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
8471 35.984 40.88 27.355 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
8472 35.984 40.88 27.855 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
8473 35.984 40.88 28.355 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
8474 35.984 40.88 28.855 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
8475 35.984 40.88 29.355 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
8476 35.984 40.88 29.855 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
8477 35.984 40.88 30.355 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
8478 35.984 40.88 30.855 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
8479 35.984 40.88 31.355 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
8480 35.984 40.88 31.855 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
8481 35.984 40.88 32.355 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
8482 35.984 40.88 32.855 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
8483 35.984 40.88 33.355 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
8484 35.984 40.88 33.855 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
8485 35.984 40.88 34.355 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
8486 35.984 40.88 34.855 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
8487 35.984 40.88 35.355 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
8488 35.984 40.88 35.855 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
8489 35.984 40.88 36.355 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
8490 35.984 40.88 36.855 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
8491 35.984 40.88 37.355 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
8492 35.984 40.88 37.855 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
8493 35.984 40.88 38.355 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
8494 35.984 40.88 38.855 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
8495 35.984 40.88 39.355 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
8496 35.984 40.88 39.855 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
8497 35.984 40.88 40.355 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
8498 35.984 40.88 40.855 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
8499 35.984 40.88 41.355 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
8500 35.984 40.88 41.855 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
8501 35.984 40.88 42.355 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
8502 35.984 40.88 42.855 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
8503 35.984 40.88 43.355 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
8504 35.984 40.88 43.855 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
8505 35.984 40.88 44.355 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
8506 35.984 40.88 44.855 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
8507 35.984 41.38 21.855 63 1.55689 1.58084 0 0 -0.0310679 -0.616427 0 0 -0.124735 -2.4749 -0.402161 -7.97938 -0.0199023 0.0216053 -0.0445058 0.053326 0.1968 3.90476 0 
8508 35.984 41.38 22.355 6 0.0958084 0.550898 0.00292902 0.610213 -0.00671628 -1.39922 -0.00335535 -0.699032 -0.00976272 -2.0339 -0.0385469 -8.0306 -0.00267868 0.000305558 -0.0069441 0.00744911 0.016 3.33333 0 
8509 35.984 41.38 22.855 0 0 0.0598802 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
8510 35.984 41.38 23.355 0 0 0.011976 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
8511 35.984 41.38 23.855 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
8512 35.984 41.38 24.355 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
8513 35.984 41.38 24.855 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
8514 35.984 41.38 25.355 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
8515 35.984 41.38 25.855 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
8516 35.984 41.38 26.355 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
8517 35.984 41.38 26.855 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
8518 35.984 41.38 27.355 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
8519 35.984 41.38 27.855 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
